family,trial,objective,selection_bacc,selection_kappa,dataset_bacc,dataset_kappa,model_bacc,model_kappa,state,top_k,variance_threshold,corr_threshold,resampler,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,iterations,depth,l2_leaf_reg,random_strength,bagging_temperature,min_samples_split,min_samples_leaf,max_features,hidden_layer_sizes,alpha,learning_rate_init,activation
xgb,31,0.5548702462121212,0.5544367283950618,0.4335178170594837,0.5077160493827161,0.4014590347923681,0.6412037037037037,0.4930555555555556,TrialState.COMPLETE,12,0.0,0.98,none,720.0,7.0,0.1069095806296113,0.6594925528423281,0.8610644622317359,6.729435057815717,0.20124134028541957,1.7100526803634084e-05,,,,,,,,,,,,
xgb,32,0.5665416933221098,0.5660879629629628,0.45373035914702586,0.523148148148148,0.4288159371492705,0.6458333333333333,0.5,TrialState.COMPLETE,12,0.0,0.98,none,760.0,8.0,0.09097938613726117,0.6562683041927441,0.8766987588165516,7.033803971064892,0.7282528843740043,5.7735096063389904e-05,,,,,,,,,,,,
xgb,33,0.5645389097641678,0.5640817901234567,0.45711964071108613,0.5200617283950617,0.4340302164785941,0.6458333333333333,0.5,TrialState.COMPLETE,12,0.0,0.98,none,760.0,8.0,0.06521669045070852,0.5794891508820422,0.886327670092802,7.1514611600301174,0.7393349623474941,6.882386452962758e-05,,,,,,,,,,,,
xgb,34,0.5232319759472839,0.522800925925926,0.4310500213578572,0.4490740740740741,0.3827051610633701,0.6597222222222222,0.5208333333333334,TrialState.COMPLETE,12,1e-06,0.98,none,760.0,8.0,0.14695302280932804,0.5649232569118104,0.8834521856108752,7.293429769826066,1.8861662019662842,0.00011110397387239891,,,,,,,,,,,,
xgb,35,0.46686485337435446,0.46651234567901234,0.35250769534210497,0.3973765432098766,0.3142212406972555,0.5949074074074073,0.4236111111111111,TrialState.COMPLETE,35,0.0,0.98,smoteenn,760.0,8.0,0.06378149251678975,0.5769522224430051,0.939134584639337,6.020547936459199,0.7314662529594069,9.492696471113565e-05,,,,,,,,,,,,
xgb,36,0.5778536602132435,0.5773533950617283,0.5002651515151515,0.5354938271604938,0.49292929292929294,0.6550925925925926,0.5138888888888888,TrialState.COMPLETE,12,1e-10,0.9,none,680.0,8.0,0.09395525715379176,0.6103957168378014,0.9152582921589815,7.20442692947586,0.03494110453065373,0.0011190148496730329,,,,,,,,,,,,
xgb,37,0.5774595096801346,0.5769675925925926,0.49191708754208746,0.5324074074074074,0.4763468013468013,0.6597222222222221,0.5208333333333333,TrialState.COMPLETE,12,1e-10,0.9,none,800.0,8.0,0.0901938975492986,0.6132347013373021,0.9262122305325555,7.159297876508761,0.03877643217329727,0.0012243524044032563,,,,,,,,,,,,
xgb,38,0.5312436099420128,0.5308256172839507,0.4179926580621025,0.46141975308641986,0.3626169098391321,0.6597222222222222,0.5208333333333333,TrialState.COMPLETE,35,1e-10,0.9,smote,800.0,3.0,0.17237510525864008,0.6173600364218754,0.9174245981056433,7.955522730827919,0.0029049874788141827,0.0011008632698756733,,,,,,,,,,,,
xgb,39,0.5610020669659559,0.5605324074074074,0.46965955854844743,0.5046296296296297,0.43836513280957723,0.6643518518518517,0.5277777777777778,TrialState.COMPLETE,12,1e-10,0.9,none,680.0,8.0,0.13892595987863618,0.6751849705395409,0.967695060610364,7.091423416196763,1.244754780463046e-05,0.0063060174812054545,,,,,,,,,,,,
catboost,0,0.48090439229798493,0.48051697530864196,0.3874169893429874,0.4089506172839506,0.35297058189519426,0.6134259259259259,0.4513888888888889,TrialState.COMPLETE,none,1e-06,1.0,smoteenn,,,0.021385608731083514,,,,,,120.0,7.0,4.284875442181849,2.8446199026002668,2.8470488989717344,,,,,,,
