dataset,model,attack,bacc_test,n_test,n_classes,neighborhood_size_mean,neighborhood_size_q0,neighborhood_size_q25,neighborhood_size_q50,neighborhood_size_q75,neighborhood_size_q1,neighborhood_size_minmax,uncertainty_mean,uncertainty_q0,uncertainty_q25,uncertainty_q50,uncertainty_q75,uncertainty_q1,uncertainty_minmax,target_approx_consistency_in_neighborhood_mean,target_approx_consistency_in_neighborhood_q0,target_approx_consistency_in_neighborhood_q25,target_approx_consistency_in_neighborhood_q50,target_approx_consistency_in_neighborhood_q75,target_approx_consistency_in_neighborhood_q1,target_approx_consistency_in_neighborhood_minmax,pred_targets_consistency_in_neighborhood_mean,pred_targets_consistency_in_neighborhood_q0,pred_targets_consistency_in_neighborhood_q25,pred_targets_consistency_in_neighborhood_q50,pred_targets_consistency_in_neighborhood_q75,pred_targets_consistency_in_neighborhood_q1,pred_targets_consistency_in_neighborhood_minmax,target_targets_consistency_in_neighborhood_mean,target_targets_consistency_in_neighborhood_q0,target_targets_consistency_in_neighborhood_q25,target_targets_consistency_in_neighborhood_q50,target_targets_consistency_in_neighborhood_q75,target_targets_consistency_in_neighborhood_q1,target_targets_consistency_in_neighborhood_minmax,targets_and_approxs_consistency_in_neighborhood_mean,targets_and_approxs_consistency_in_neighborhood_q0,targets_and_approxs_consistency_in_neighborhood_q25,targets_and_approxs_consistency_in_neighborhood_q50,targets_and_approxs_consistency_in_neighborhood_q75,targets_and_approxs_consistency_in_neighborhood_q1,targets_and_approxs_consistency_in_neighborhood_minmax,target_diversity_in_neighborhood_mean,target_diversity_in_neighborhood_q0,target_diversity_in_neighborhood_q25,target_diversity_in_neighborhood_q50,target_diversity_in_neighborhood_q75,target_diversity_in_neighborhood_q1,target_diversity_in_neighborhood_minmax,approx_diversity_in_neighborhood_mean,approx_diversity_in_neighborhood_q0,approx_diversity_in_neighborhood_q25,approx_diversity_in_neighborhood_q50,approx_diversity_in_neighborhood_q75,approx_diversity_in_neighborhood_q1,approx_diversity_in_neighborhood_minmax,window_id,window_source,window_rows
banknote,nn,fgm,0.0,275,2,7.2727272727272725,1.0,1.0,5.0,11.0,29.0,28.0,0.0006276483360829887,4.130580026464068e-11,4.130580026464068e-11,7.732463563799485e-11,1.3139985839552668e-09,0.0235331819572452,0.0235331819159394,0.061308381212493324,0.0,0.0,0.0,0.0,1.0,1.0,0.9386916187875066,0.0,1.0,1.0,1.0,1.0,1.0,0.061308381212493324,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.11379389765088849,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.9940302114769566,0.9940302114356506,0.11379389765088849,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.9940302114769566,0.9940302114356506,window_0,diagnostic_window,55.0
banknote,nn,fgm,0.0,275,2,6.872727272727273,1.0,1.0,4.0,11.5,28.0,27.0,0.004505742740375537,4.130580026464068e-11,4.130580026464068e-11,4.130580026464068e-11,1.6014404754043514e-10,0.2478158208898603,0.2478158208485545,0.01384008148714031,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.9861599185128597,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666667,0.01384008148714031,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.026606138650645202,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.9182958340544894,0.9182958340131835,0.026606138650645202,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.9182958340544894,0.9182958340131835,window_1,diagnostic_window,55.0
banknote,nn,fgm,0.0,275,2,7.490909090909091,1.0,1.0,5.0,9.5,30.0,29.0,0.00013443906173921287,4.130580026464068e-11,4.130580026464068e-11,5.697691983792581e-11,1.5422950415168095e-09,0.0073875450742217,0.0073875450329159,0.0454830822697292,0.0,0.0,0.0,0.0,1.0,1.0,0.9545169177302708,0.0,1.0,1.0,1.0,1.0,1.0,0.0454830822697292,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.03438221028696046,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.8997437586982626,0.8997437586569567,0.03438221028696046,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.8997437586982626,0.8997437586569567,window_2,diagnostic_window,55.0
banknote,nn,fgm,0.0,275,2,8.018181818181818,1.0,1.0,7.0,12.0,28.0,27.0,1.248811136732645e-05,4.130580026464068e-11,4.130580026464068e-11,4.130580026464068e-11,3.210374796606046e-10,0.0006764900705062,0.0006764900292003998,0.04834373143196673,0.0,0.0,0.0,0.0,1.0,1.0,0.9516562685680332,0.0,1.0,1.0,1.0,1.0,1.0,0.04834373143196673,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04434460207563029,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.8112781244591328,0.8112781244178269,0.04434460207563029,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.8112781244591328,0.8112781244178269,window_3,diagnostic_window,55.0
banknote,nn,fgm,0.0,275,2,8.0,1.0,1.0,7.0,11.0,30.0,29.0,0.0011612466939339824,4.130580026464068e-11,4.130580026464068e-11,4.130580026464068e-11,8.13187362569365e-10,0.0457903875010667,0.0457903874597609,0.07496265575725845,0.0,0.0,0.0,0.0,1.0,1.0,0.9250373442427414,0.0,1.0,1.0,1.0,1.0,1.0,0.07496265575725845,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09633829347943874,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.998363672593813,0.998363672552507,0.09633829347943874,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.998363672593813,0.998363672552507,window_4,diagnostic_window,55.0
banknote,nn,org,1.0,275,2,25.054545454545455,4.0,18.5,28.0,32.0,32.0,28.0,0.003935465331395031,1.8707940142268304e-10,2.3363102733243644e-08,1.504515004408705e-07,2.33983446059097e-06,0.1049344897233563,0.10493448953627689,0.9658634734441186,0.40625,1.0,1.0,1.0,1.0,0.59375,0.9658634734441186,0.40625,1.0,1.0,1.0,1.0,0.59375,0.9658634734441186,0.40625,1.0,1.0,1.0,1.0,0.59375,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09307949134021358,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,1.0,0.999999999958694,0.09307949134021358,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,1.0,0.999999999958694,window_0,diagnostic_window,55.0
banknote,nn,org,1.0,275,2,27.0,6.0,24.5,32.0,32.0,32.0,26.0,0.0040711180924242465,4.130580026464068e-11,1.5318961670742015e-08,2.8623048915423477e-06,0.00022933037573065002,0.1040960890524396,0.10409608901113379,0.9412121212121212,0.5,0.9354166666666666,1.0,1.0,1.0,0.5,0.9412121212121212,0.5,0.9354166666666666,1.0,1.0,1.0,0.5,0.9412121212121212,0.5,0.9354166666666666,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.19666707101998976,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.3453247008192176,1.0,0.999999999958694,0.19666707101998976,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.3453247008192176,1.0,0.999999999958694,window_1,diagnostic_window,55.0
banknote,nn,org,1.0,275,2,25.563636363636363,2.0,23.0,32.0,32.0,32.0,30.0,0.00252911806043696,3.5159917859111245e-10,2.0165170298691204e-08,1.0360802856188347e-06,4.5309084321619405e-05,0.1041183689667247,0.10411836861512552,0.9485061327561328,0.5,0.9591666666666667,1.0,1.0,1.0,0.5,0.9485061327561328,0.5,0.9591666666666667,1.0,1.0,1.0,0.5,0.9485061327561328,0.5,0.9591666666666667,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1739003940450168,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.2460872409578001,1.0,0.999999999958694,0.1739003940450168,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.2460872409578001,1.0,0.999999999958694,window_2,diagnostic_window,55.0
banknote,nn,org,1.0,275,2,26.036363636363635,1.0,24.0,31.0,32.0,32.0,31.0,0.021244663071814242,2.4987899979803787e-10,4.925379021185004e-08,5.613734359387785e-07,9.104442964709715e-05,0.5204205762991496,0.5204205760492706,0.9145701079602636,0.375,0.8839285714285714,1.0,1.0,1.0,0.625,0.9145701079602636,0.375,0.8839285714285714,1.0,1.0,1.0,0.625,0.9145701079602636,0.375,0.8839285714285714,1.0,1.0,1.0,0.625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2558949167086791,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.5174008925119647,0.99498482818597,0.994984828144664,0.2558949167086791,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.5174008925119647,0.99498482818597,0.994984828144664,window_3,diagnostic_window,55.0
banknote,nn,org,1.0,275,2,23.78181818181818,2.0,16.0,26.0,32.0,32.0,30.0,0.007681590824961387,1.6675851512882012e-10,3.079231746025517e-08,5.491026348287768e-07,1.7518542561658616e-05,0.2165061162068665,0.21650611604010797,0.9464201974815224,0.5925925925925926,0.9174107142857143,1.0,1.0,1.0,0.40740740740740744,0.9464201974815224,0.5925925925925926,0.9174107142857143,1.0,1.0,1.0,0.40740740740740744,0.9464201974815224,0.5925925925925926,0.9174107142857143,1.0,1.0,1.0,0.40740740740740744,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.19192460751555315,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.4100484076819526,0.975119064940866,0.97511906489956,0.19192460751555315,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.4100484076819526,0.975119064940866,0.97511906489956,window_4,diagnostic_window,55.0
banknote,nn,pgd,0.0,275,2,7.2727272727272725,1.0,1.0,5.0,11.0,29.0,28.0,0.0003120176576301764,4.130580026464068e-11,4.130580026464068e-11,4.130580026464068e-11,1.8679809841014126e-10,0.0119822437221289,0.0119822436808231,0.061308381212493324,0.0,0.0,0.0,0.0,1.0,1.0,0.9386916187875066,0.0,1.0,1.0,1.0,1.0,1.0,0.061308381212493324,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.11379389765088849,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.9940302114769566,0.9940302114356506,0.11379389765088849,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.9940302114769566,0.9940302114356506,window_0,diagnostic_window,55.0
banknote,nn,pgd,0.0,275,2,6.872727272727273,1.0,1.0,4.0,11.5,28.0,27.0,0.0016469074475649757,4.130580026464068e-11,4.130580026464068e-11,4.130580026464068e-11,4.130580026464068e-11,0.0905798670160406,0.09057986697473479,0.01384008148714031,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.9861599185128597,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666667,0.01384008148714031,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.026606138650645202,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.9182958340544894,0.9182958340131835,0.026606138650645202,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.9182958340544894,0.9182958340131835,window_1,diagnostic_window,55.0
banknote,nn,pgd,0.0,275,2,7.490909090909091,1.0,1.0,5.0,9.5,30.0,29.0,8.082101103079553e-05,4.130580026464068e-11,4.130580026464068e-11,4.130580026464068e-11,4.356363533526129e-10,0.0044384193792622,0.0044384193379564,0.0454830822697292,0.0,0.0,0.0,0.0,1.0,1.0,0.9545169177302708,0.0,1.0,1.0,1.0,1.0,1.0,0.0454830822697292,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.03438221028696046,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.8997437586982626,0.8997437586569567,0.03438221028696046,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.8997437586982626,0.8997437586569567,window_2,diagnostic_window,55.0
banknote,nn,pgd,0.0,275,2,8.018181818181818,1.0,1.0,7.0,12.0,28.0,27.0,8.096283263991578e-06,4.130580026464068e-11,4.130580026464068e-11,4.130580026464068e-11,4.130580026464068e-11,0.0004428382367627,0.0004428381954568998,0.04834373143196673,0.0,0.0,0.0,0.0,1.0,1.0,0.9516562685680332,0.0,1.0,1.0,1.0,1.0,1.0,0.04834373143196673,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04434460207563029,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.8112781244591328,0.8112781244178269,0.04434460207563029,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.8112781244591328,0.8112781244178269,window_3,diagnostic_window,55.0
banknote,nn,pgd,0.0,275,2,8.0,1.0,1.0,7.0,11.0,30.0,29.0,0.0005184773521318241,4.130580026464068e-11,4.130580026464068e-11,4.130580026464068e-11,2.9445465091016305e-10,0.019825048819107,0.0198250487778012,0.07496265575725845,0.0,0.0,0.0,0.0,1.0,1.0,0.9250373442427414,0.0,1.0,1.0,1.0,1.0,1.0,0.07496265575725845,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09633829347943874,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.998363672593813,0.998363672552507,0.09633829347943874,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.998363672593813,0.998363672552507,window_4,diagnostic_window,55.0
banknote,svm,hsj,0.0,275,2,25.01818181818182,4.0,19.0,27.0,32.0,32.0,28.0,0.7439384455077837,0.3752575977017747,0.6699499019497679,0.7531142404157198,0.8194921173551506,0.9798969148257116,0.6046393171239369,0.6772784251850412,0.1111111111111111,0.47681451612903225,0.71875,0.875,1.0,0.8888888888888888,0.3227215748149589,0.0,0.125,0.28125,0.5231854838709677,0.8888888888888888,0.8888888888888888,0.6772784251850412,0.1111111111111111,0.47681451612903225,0.71875,0.875,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6550702021551934,4.1305960435927445e-11,0.5435644431995964,0.7642045065086203,0.8790035941150783,0.9992492479956566,0.9992492479543507,0.6550702021551934,4.1305960435927445e-11,0.5435644431995964,0.7642045065086203,0.8790035941150783,0.9992492479956566,0.9992492479543507,window_0,diagnostic_window,55.0
banknote,svm,hsj,0.0,275,2,27.509090909090908,5.0,26.5,32.0,32.0,32.0,27.0,0.768024572287099,0.4251261161861155,0.6465764127070184,0.8163470043841723,0.8708186021803135,0.9597595647927132,0.5346334486065977,0.6938811350211644,0.2,0.6087962962962963,0.75,0.8309659090909092,1.0,0.8,0.30611886497883567,0.0,0.16903409090909088,0.25,0.3912037037037037,0.8,0.8,0.6938811350211644,0.2,0.6087962962962963,0.75,0.8309659090909092,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7416662170209286,4.1305960435927445e-11,0.6546504204312324,0.7732266742876345,0.9283620723948678,0.997180398894264,0.9971803988529581,0.7416662170209286,4.1305960435927445e-11,0.6546504204312324,0.7732266742876345,0.9283620723948678,0.997180398894264,0.9971803988529581,window_1,diagnostic_window,55.0
banknote,svm,hsj,0.0,275,2,25.01818181818182,1.0,18.0,32.0,32.0,32.0,31.0,0.7304071737051456,0.3822961728113281,0.6554030155625576,0.7259524668764336,0.8486032900391283,0.955487592359941,0.5731914195486129,0.6226764733582916,0.0,0.46651785714285715,0.65625,0.8257575757575758,1.0,1.0,0.37732352664170843,0.0,0.1742424242424242,0.34375,0.5334821428571428,1.0,1.0,0.6226764733582916,0.0,0.46651785714285715,0.65625,0.8257575757575758,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7543184425944075,4.1305960435927445e-11,0.6122843856560921,0.8112781244591328,0.9744894033980523,1.0,0.999999999958694,0.7543184425944075,4.1305960435927445e-11,0.6122843856560921,0.8112781244591328,0.9744894033980523,1.0,0.999999999958694,window_2,diagnostic_window,55.0
banknote,svm,hsj,0.0,275,2,27.545454545454547,1.0,26.5,32.0,32.0,32.0,31.0,0.7530928092476453,0.4040528735999982,0.6467687312815457,0.7782728303771121,0.8707039484308492,0.9951512433455264,0.5910983697455282,0.6151730875367366,0.1,0.359375,0.6875,0.7947368421052632,1.0,0.9,0.38482691246326345,0.0,0.20526315789473681,0.3125,0.640625,0.9,0.9,0.6151730875367366,0.1,0.359375,0.6875,0.7947368421052632,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7410829879445864,4.1305960435927445e-11,0.6797045501824872,0.8112781244591328,0.9122001524647125,0.997180398894264,0.9971803988529581,0.7410829879445864,4.1305960435927445e-11,0.6797045501824872,0.8112781244591328,0.9122001524647125,0.997180398894264,0.9971803988529581,window_3,diagnostic_window,55.0
banknote,svm,hsj,0.0,275,2,24.98181818181818,1.0,20.0,27.0,32.0,32.0,31.0,0.7426233306385955,0.3934121178994529,0.6522113084818842,0.7901237286109849,0.8382060705259511,0.9418438490873464,0.5484317311878935,0.6508513721353724,0.0,0.5364583333333333,0.71875,0.8681159420289855,1.0,1.0,0.34914862786462764,0.0,0.13188405797101443,0.28125,0.46354166666666663,1.0,1.0,0.6508513721353724,0.0,0.5364583333333333,0.71875,0.8681159420289855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6579959807411089,4.1305960435927445e-11,0.45966450526882086,0.7062740891876007,0.8978909956164101,1.0,0.999999999958694,0.6579959807411089,4.1305960435927445e-11,0.45966450526882086,0.7062740891876007,0.8978909956164101,1.0,0.999999999958694,window_4,diagnostic_window,55.0
banknote,svm,org,1.0,275,2,25.09090909090909,4.0,18.5,29.0,32.0,32.0,28.0,0.015240389703581362,1.6010409805584304e-08,5.583039626678882e-05,0.0005964611080256,0.0023687725522618,0.4295684091713814,0.42956839316097156,0.9658634734441186,0.40625,1.0,1.0,1.0,1.0,0.59375,0.9658634734441186,0.40625,1.0,1.0,1.0,1.0,0.59375,0.9658634734441186,0.40625,1.0,1.0,1.0,1.0,0.59375,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09307949134021358,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,1.0,0.999999999958694,0.09307949134021358,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,1.0,0.999999999958694,window_0,diagnostic_window,55.0
banknote,svm,org,1.0,275,2,27.036363636363635,6.0,24.5,32.0,32.0,32.0,26.0,0.02024768330585568,9.84371474260669e-09,2.0750062457623474e-05,0.0001991570910792,0.0279119046271952,0.1894177634519935,0.18941775360827875,0.9406439393939394,0.46875,0.9354166666666666,1.0,1.0,1.0,0.53125,0.9406439393939394,0.46875,0.9354166666666666,1.0,1.0,1.0,0.53125,0.9406439393939394,0.46875,0.9354166666666666,1.0,1.0,1.0,0.53125,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.19661580554534003,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.3453247008192176,1.0,0.999999999958694,0.19661580554534003,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.3453247008192176,1.0,0.999999999958694,window_1,diagnostic_window,55.0
banknote,svm,org,1.0,275,2,25.563636363636363,2.0,23.0,32.0,32.0,32.0,30.0,0.014200538048510217,1.1572830693665464e-08,0.00011374388565145,0.0007126121539218,0.0032074951962501,0.1728165371875484,0.17281652561471772,0.9485061327561328,0.5,0.9591666666666667,1.0,1.0,1.0,0.5,0.9485061327561328,0.5,0.9591666666666667,1.0,1.0,1.0,0.5,0.9485061327561328,0.5,0.9591666666666667,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1739003940450168,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.2460872409578001,1.0,0.999999999958694,0.1739003940450168,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.2460872409578001,1.0,0.999999999958694,window_2,diagnostic_window,55.0
banknote,svm,org,1.0,275,2,25.945454545454545,1.0,24.0,30.0,32.0,32.0,31.0,0.03966855890980391,5.562075536868501e-08,2.4442116913085723e-05,0.0004196647578181,0.00863166930057525,0.8339581199707733,0.833958064350018,0.9139016587624026,0.375,0.8839285714285714,1.0,1.0,1.0,0.625,0.9139016587624026,0.375,0.8839285714285714,1.0,1.0,1.0,0.625,0.9139016587624026,0.375,0.8839285714285714,1.0,1.0,1.0,0.625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2563128042469192,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.5174008925119647,0.99498482818597,0.994984828144664,0.2563128042469192,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.5174008925119647,0.99498482818597,0.994984828144664,window_3,diagnostic_window,55.0
banknote,svm,org,1.0,275,2,23.78181818181818,2.0,16.0,26.0,32.0,32.0,30.0,0.012657935590912361,5.286466088355394e-09,0.0001162990541631,0.0004996108234752,0.0088757618806489,0.1574071627724304,0.1574071574859643,0.9464201974815224,0.5925925925925926,0.9174107142857143,1.0,1.0,1.0,0.40740740740740744,0.9464201974815224,0.5925925925925926,0.9174107142857143,1.0,1.0,1.0,0.40740740740740744,0.9464201974815224,0.5925925925925926,0.9174107142857143,1.0,1.0,1.0,0.40740740740740744,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.19192460751555315,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.4100484076819526,0.975119064940866,0.97511906489956,0.19192460751555315,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.4100484076819526,0.975119064940866,0.97511906489956,window_4,diagnostic_window,55.0
banknote,svm,zoo,0.1241830065359477,275,2,23.12727272727273,4.0,15.0,26.0,32.0,32.0,28.0,0.873294808682773,0.1090289063893279,0.8956852445515217,0.9992715728368512,0.9998811318794241,1.0,0.8909710936106721,0.7485378830128968,0.2,0.625,0.8125,0.9807692307692308,1.0,0.8,0.46348241041916133,0.0,0.14583333333333331,0.375,0.7386363636363636,1.0,1.0,0.7485378830128968,0.2,0.625,0.8125,0.9807692307692308,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5593851288350642,4.1305960435927445e-11,0.11759669093027372,0.6962122601251458,0.8960382325345574,0.9886994082884974,0.9886994082471915,0.5593851288350642,4.1305960435927445e-11,0.11759669093027372,0.6962122601251458,0.8960382325345574,0.9886994082884974,0.9886994082471915,window_0,diagnostic_window,55.0
banknote,svm,zoo,0.1241830065359477,275,2,26.87272727272727,1.0,27.5,32.0,32.0,32.0,31.0,0.8236409389130837,0.0823875793032082,0.8317914640598594,0.9977446119472948,0.9998666692740994,1.0,0.9176124206967918,0.6991741230860721,0.09375,0.5669642857142857,0.75,0.84375,1.0,0.90625,0.3190076950957461,0.0,0.15625,0.25,0.4375,1.0,1.0,0.6991741230860721,0.09375,0.5669642857142857,0.75,0.84375,1.0,0.90625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6825915183825658,4.1305960435927445e-11,0.6223222999510934,0.8112781244591328,0.9283620723948678,0.9990102708804812,0.9990102708391753,0.6825915183825658,4.1305960435927445e-11,0.6223222999510934,0.8112781244591328,0.9283620723948678,0.9990102708804812,0.9990102708391753,window_1,diagnostic_window,55.0
banknote,svm,zoo,0.1241830065359477,275,2,23.581818181818182,1.0,17.0,30.0,32.0,32.0,31.0,0.8472352628194337,3.135755371913913e-06,0.9157125635138996,0.9981436633529034,0.9998389870718973,1.0,0.9999968642446281,0.663424334154038,0.0,0.515625,0.6875,0.8702664796633941,1.0,1.0,0.4413365310576548,0.0,0.209375,0.40625,0.6516544117647058,1.0,1.0,0.663424334154038,0.0,0.515625,0.6875,0.8702664796633941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6900763840304871,4.1305960435927445e-11,0.5491713032704351,0.8112781244591328,0.9727199989263606,1.0,0.999999999958694,0.6900763840304871,4.1305960435927445e-11,0.5491713032704351,0.8112781244591328,0.9727199989263606,1.0,0.999999999958694,window_2,diagnostic_window,55.0
banknote,svm,zoo,0.1241830065359477,275,2,26.472727272727273,1.0,22.5,32.0,32.0,32.0,31.0,0.8489630191732428,0.0883981905642131,0.8906798611713633,0.9987406971615754,0.9998841096033593,1.0,0.911601809435787,0.6505935619531532,0.1111111111111111,0.421875,0.6875,0.84375,1.0,0.8888888888888888,0.43566010373599623,0.0,0.2202380952380952,0.375,0.6822916666666667,1.0,1.0,0.6505935619531532,0.1111111111111111,0.421875,0.6875,0.84375,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6856220187138743,4.1305960435927445e-11,0.5611795339158581,0.8112781244591328,0.9283620723948678,1.0,0.999999999958694,0.6856220187138743,4.1305960435927445e-11,0.5611795339158581,0.8112781244591328,0.9283620723948678,1.0,0.999999999958694,window_3,diagnostic_window,55.0
banknote,svm,zoo,0.1241830065359477,275,2,23.054545454545455,1.0,16.5,25.0,32.0,32.0,31.0,0.9096445947719463,0.350199232295286,0.945854515435256,0.99791715251811,0.9998054229596718,1.0,0.649800767704714,0.7194142329153018,0.0,0.6201923076923077,0.78125,1.0,1.0,1.0,0.45598683660341477,0.0,0.15625,0.34375,0.7855787476280834,1.0,1.0,0.7194142329153018,0.0,0.6201923076923077,0.78125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.544955470677754,4.1305960435927445e-11,4.1305960435927445e-11,0.672294817075638,0.8571484374283717,0.9886994082884974,0.9886994082471915,0.544955470677754,4.1305960435927445e-11,4.1305960435927445e-11,0.672294817075638,0.8571484374283717,0.9886994082884974,0.9886994082471915,window_4,diagnostic_window,55.0
banknote,xgb,hsj,0.0032679738562091,275,2,23.70909090909091,1.0,16.0,27.0,32.0,32.0,31.0,0.4001503139027901,1.2565145106975982e-06,0.03949442845709295,0.327472991897682,0.7496325763584508,0.9999998202533036,0.9999985637387929,0.6043637658934226,0.0,0.3798076923076923,0.6875,0.7976190476190477,1.0,1.0,0.3958984718688153,0.0,0.2023809523809523,0.3125,0.6201923076923077,1.0,1.0,0.6041015281311847,0.0,0.3798076923076923,0.6875,0.7976190476190477,1.0,1.0,0.9974650349650349,0.9230769230769232,1.0,1.0,1.0,1.0,0.07692307692307676,0.7212649676475443,4.1305960435927445e-11,0.6252624052234231,0.7950402793845223,0.910344558424734,0.9980008838722996,0.9980008838309936,0.7170517029192276,4.1305960435927445e-11,0.6252624052234231,0.7918583525674836,0.910344558424734,0.9980008838722996,0.9980008838309936,window_0,diagnostic_window,55.0
