var,fi,fi_rank,dataset,scenario,model_class,heldout_model,cv,attack
bacc_test_q1,0.0,38.5,,one-model-out,XGB,nn,,
bacc_test_minmax,0.0,38.5,,one-model-out,XGB,nn,,
n_test,0.0,38.0,,one-model-out,XGB,svm,,
n_classes,0.0,38.0,,one-model-out,XGB,svm,,
neighborhood_size_mean,0.0,38.0,,one-model-out,XGB,svm,,
neighborhood_size_q0,0.0,38.0,,one-model-out,XGB,svm,,
neighborhood_size_q25,0.0,38.0,,one-model-out,XGB,svm,,
neighborhood_size_q50,0.029566358774900436,3.0,,one-model-out,XGB,svm,,
neighborhood_size_q75,0.0,38.0,,one-model-out,XGB,svm,,
neighborhood_size_q1,0.0,38.0,,one-model-out,XGB,svm,,
neighborhood_size_minmax,0.0,38.0,,one-model-out,XGB,svm,,
uncertainty_mean,0.01764485612511635,5.0,,one-model-out,XGB,svm,,
uncertainty_q0,0.0,38.0,,one-model-out,XGB,svm,,
uncertainty_q25,0.0,38.0,,one-model-out,XGB,svm,,
uncertainty_q50,0.02012060582637787,4.0,,one-model-out,XGB,svm,,
uncertainty_q75,0.0,38.0,,one-model-out,XGB,svm,,
uncertainty_q1,0.0046386425383389,10.0,,one-model-out,XGB,svm,,
uncertainty_minmax,0.010269539430737495,8.0,,one-model-out,XGB,svm,,
target_approx_consistency_in_neighborhood_mean,0.0,38.0,,one-model-out,XGB,svm,,
target_approx_consistency_in_neighborhood_q0,0.0,38.0,,one-model-out,XGB,svm,,
target_approx_consistency_in_neighborhood_q25,0.0,38.0,,one-model-out,XGB,svm,,
target_approx_consistency_in_neighborhood_q50,0.0,38.0,,one-model-out,XGB,svm,,
target_approx_consistency_in_neighborhood_q75,0.0,38.0,,one-model-out,XGB,svm,,
target_approx_consistency_in_neighborhood_q1,0.0,38.0,,one-model-out,XGB,svm,,
target_approx_consistency_in_neighborhood_minmax,0.0,38.0,,one-model-out,XGB,svm,,
pred_targets_consistency_in_neighborhood_mean,0.007516065146774054,9.0,,one-model-out,XGB,svm,,
pred_targets_consistency_in_neighborhood_q0,0.0,38.0,,one-model-out,XGB,svm,,
pred_targets_consistency_in_neighborhood_q25,0.0,38.0,,one-model-out,XGB,svm,,
pred_targets_consistency_in_neighborhood_q50,0.0,38.0,,one-model-out,XGB,svm,,
pred_targets_consistency_in_neighborhood_q75,0.0,38.0,,one-model-out,XGB,svm,,
pred_targets_consistency_in_neighborhood_q1,0.0,38.0,,one-model-out,XGB,svm,,
pred_targets_consistency_in_neighborhood_minmax,0.0,38.0,,one-model-out,XGB,svm,,
target_targets_consistency_in_neighborhood_mean,0.017444508150219917,6.0,,one-model-out,XGB,svm,,
target_targets_consistency_in_neighborhood_q0,0.21706385910511017,2.0,,one-model-out,XGB,svm,,
target_targets_consistency_in_neighborhood_q25,0.0,38.0,,one-model-out,XGB,svm,,
target_targets_consistency_in_neighborhood_q50,0.0,38.0,,one-model-out,XGB,svm,,
target_targets_consistency_in_neighborhood_q75,0.0,38.0,,one-model-out,XGB,svm,,
target_targets_consistency_in_neighborhood_q1,0.0,38.0,,one-model-out,XGB,svm,,
target_targets_consistency_in_neighborhood_minmax,0.0,38.0,,one-model-out,XGB,svm,,
targets_and_approxs_consistency_in_neighborhood_mean,0.0,38.0,,one-model-out,XGB,svm,,
targets_and_approxs_consistency_in_neighborhood_q0,0.0,38.0,,one-model-out,XGB,svm,,
targets_and_approxs_consistency_in_neighborhood_q25,0.010954480618238449,7.0,,one-model-out,XGB,svm,,
targets_and_approxs_consistency_in_neighborhood_q50,0.0,38.0,,one-model-out,XGB,svm,,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,38.0,,one-model-out,XGB,svm,,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,38.0,,one-model-out,XGB,svm,,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,38.0,,one-model-out,XGB,svm,,
target_diversity_in_neighborhood_mean,0.0,38.0,,one-model-out,XGB,svm,,
target_diversity_in_neighborhood_q0,0.0,38.0,,one-model-out,XGB,svm,,
target_diversity_in_neighborhood_q25,0.0,38.0,,one-model-out,XGB,svm,,
target_diversity_in_neighborhood_q50,0.0,38.0,,one-model-out,XGB,svm,,
target_diversity_in_neighborhood_q75,0.0,38.0,,one-model-out,XGB,svm,,
target_diversity_in_neighborhood_q1,0.0,38.0,,one-model-out,XGB,svm,,
target_diversity_in_neighborhood_minmax,0.0,38.0,,one-model-out,XGB,svm,,
approx_diversity_in_neighborhood_mean,0.0,38.0,,one-model-out,XGB,svm,,
approx_diversity_in_neighborhood_q0,0.0,38.0,,one-model-out,XGB,svm,,
approx_diversity_in_neighborhood_q25,0.0,38.0,,one-model-out,XGB,svm,,
approx_diversity_in_neighborhood_q50,0.0,38.0,,one-model-out,XGB,svm,,
approx_diversity_in_neighborhood_q75,0.0,38.0,,one-model-out,XGB,svm,,
approx_diversity_in_neighborhood_q1,0.0,38.0,,one-model-out,XGB,svm,,
approx_diversity_in_neighborhood_minmax,0.0,38.0,,one-model-out,XGB,svm,,
bacc_test_mean,0.6647810935974121,1.0,,one-model-out,XGB,svm,,
bacc_test_q0,0.0,38.0,,one-model-out,XGB,svm,,
bacc_test_q25,0.0,38.0,,one-model-out,XGB,svm,,
bacc_test_q50,0.0,38.0,,one-model-out,XGB,svm,,
bacc_test_q75,0.0,38.0,,one-model-out,XGB,svm,,
bacc_test_q1,0.0,38.0,,one-model-out,XGB,svm,,
bacc_test_minmax,0.0,38.0,,one-model-out,XGB,svm,,
n_test,0.0,38.0,,one-model-out,XGB,xgb,,
n_classes,0.0,38.0,,one-model-out,XGB,xgb,,
neighborhood_size_mean,0.0,38.0,,one-model-out,XGB,xgb,,
neighborhood_size_q0,0.0,38.0,,one-model-out,XGB,xgb,,
neighborhood_size_q25,0.0,38.0,,one-model-out,XGB,xgb,,
neighborhood_size_q50,0.10310123860836029,2.0,,one-model-out,XGB,xgb,,
neighborhood_size_q75,0.0,38.0,,one-model-out,XGB,xgb,,
neighborhood_size_q1,0.0,38.0,,one-model-out,XGB,xgb,,
neighborhood_size_minmax,0.0,38.0,,one-model-out,XGB,xgb,,
uncertainty_mean,0.019763756543397903,6.0,,one-model-out,XGB,xgb,,
uncertainty_q0,0.027883244678378105,4.0,,one-model-out,XGB,xgb,,
uncertainty_q25,0.013868642970919609,7.0,,one-model-out,XGB,xgb,,
uncertainty_q50,0.009881962090730667,9.0,,one-model-out,XGB,xgb,,
uncertainty_q75,0.0,38.0,,one-model-out,XGB,xgb,,
uncertainty_q1,0.0,38.0,,one-model-out,XGB,xgb,,
uncertainty_minmax,0.0254424586892128,5.0,,one-model-out,XGB,xgb,,
target_approx_consistency_in_neighborhood_mean,0.0011948914034292102,10.0,,one-model-out,XGB,xgb,,
target_approx_consistency_in_neighborhood_q0,0.0,38.0,,one-model-out,XGB,xgb,,
target_approx_consistency_in_neighborhood_q25,0.0,38.0,,one-model-out,XGB,xgb,,
target_approx_consistency_in_neighborhood_q50,0.0,38.0,,one-model-out,XGB,xgb,,
target_approx_consistency_in_neighborhood_q75,0.0,38.0,,one-model-out,XGB,xgb,,
target_approx_consistency_in_neighborhood_q1,0.0,38.0,,one-model-out,XGB,xgb,,
target_approx_consistency_in_neighborhood_minmax,0.0,38.0,,one-model-out,XGB,xgb,,
pred_targets_consistency_in_neighborhood_mean,0.009978817775845528,8.0,,one-model-out,XGB,xgb,,
pred_targets_consistency_in_neighborhood_q0,0.0,38.0,,one-model-out,XGB,xgb,,
pred_targets_consistency_in_neighborhood_q25,0.0,38.0,,one-model-out,XGB,xgb,,
pred_targets_consistency_in_neighborhood_q50,0.0,38.0,,one-model-out,XGB,xgb,,
pred_targets_consistency_in_neighborhood_q75,0.0,38.0,,one-model-out,XGB,xgb,,
pred_targets_consistency_in_neighborhood_q1,0.0,38.0,,one-model-out,XGB,xgb,,
pred_targets_consistency_in_neighborhood_minmax,0.0,38.0,,one-model-out,XGB,xgb,,
target_targets_consistency_in_neighborhood_mean,0.03438081219792366,3.0,,one-model-out,XGB,xgb,,
target_targets_consistency_in_neighborhood_q0,0.0,38.0,,one-model-out,XGB,xgb,,
target_targets_consistency_in_neighborhood_q25,0.0,38.0,,one-model-out,XGB,xgb,,
target_targets_consistency_in_neighborhood_q50,0.0,38.0,,one-model-out,XGB,xgb,,
target_targets_consistency_in_neighborhood_q75,0.0,38.0,,one-model-out,XGB,xgb,,
target_targets_consistency_in_neighborhood_q1,0.0,38.0,,one-model-out,XGB,xgb,,
target_targets_consistency_in_neighborhood_minmax,0.0,38.0,,one-model-out,XGB,xgb,,
targets_and_approxs_consistency_in_neighborhood_mean,0.0,38.0,,one-model-out,XGB,xgb,,
targets_and_approxs_consistency_in_neighborhood_q0,0.0,38.0,,one-model-out,XGB,xgb,,
targets_and_approxs_consistency_in_neighborhood_q25,0.0,38.0,,one-model-out,XGB,xgb,,
targets_and_approxs_consistency_in_neighborhood_q50,0.0,38.0,,one-model-out,XGB,xgb,,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,38.0,,one-model-out,XGB,xgb,,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,38.0,,one-model-out,XGB,xgb,,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,38.0,,one-model-out,XGB,xgb,,
target_diversity_in_neighborhood_mean,0.0,38.0,,one-model-out,XGB,xgb,,
target_diversity_in_neighborhood_q0,0.0,38.0,,one-model-out,XGB,xgb,,
target_diversity_in_neighborhood_q25,0.0,38.0,,one-model-out,XGB,xgb,,
target_diversity_in_neighborhood_q50,0.0,38.0,,one-model-out,XGB,xgb,,
target_diversity_in_neighborhood_q75,0.0,38.0,,one-model-out,XGB,xgb,,
target_diversity_in_neighborhood_q1,0.0,38.0,,one-model-out,XGB,xgb,,
target_diversity_in_neighborhood_minmax,0.0,38.0,,one-model-out,XGB,xgb,,
approx_diversity_in_neighborhood_mean,0.0,38.0,,one-model-out,XGB,xgb,,
approx_diversity_in_neighborhood_q0,0.0,38.0,,one-model-out,XGB,xgb,,
approx_diversity_in_neighborhood_q25,0.0,38.0,,one-model-out,XGB,xgb,,
approx_diversity_in_neighborhood_q50,0.0,38.0,,one-model-out,XGB,xgb,,
approx_diversity_in_neighborhood_q75,0.0,38.0,,one-model-out,XGB,xgb,,
approx_diversity_in_neighborhood_q1,0.0,38.0,,one-model-out,XGB,xgb,,
approx_diversity_in_neighborhood_minmax,0.0,38.0,,one-model-out,XGB,xgb,,
bacc_test_mean,0.7545042037963867,1.0,,one-model-out,XGB,xgb,,
bacc_test_q0,0.0,38.0,,one-model-out,XGB,xgb,,
bacc_test_q25,0.0,38.0,,one-model-out,XGB,xgb,,
bacc_test_q50,0.0,38.0,,one-model-out,XGB,xgb,,
bacc_test_q75,0.0,38.0,,one-model-out,XGB,xgb,,
bacc_test_q1,0.0,38.0,,one-model-out,XGB,xgb,,
bacc_test_minmax,0.0,38.0,,one-model-out,XGB,xgb,,
n_test,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
n_classes,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
neighborhood_size_mean,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
neighborhood_size_q0,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
neighborhood_size_q25,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
neighborhood_size_q50,0.0033892719075083733,10.0,,10-fold cross-validation,XGB,,0.0,
neighborhood_size_q75,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
neighborhood_size_q1,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
neighborhood_size_minmax,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
uncertainty_mean,0.014975768513977528,6.0,,10-fold cross-validation,XGB,,0.0,
uncertainty_q0,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
uncertainty_q25,0.00396232632920146,9.0,,10-fold cross-validation,XGB,,0.0,
uncertainty_q50,0.036236971616744995,4.0,,10-fold cross-validation,XGB,,0.0,
uncertainty_q75,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
uncertainty_q1,0.026079291477799416,5.0,,10-fold cross-validation,XGB,,0.0,
uncertainty_minmax,0.012415596283972263,7.0,,10-fold cross-validation,XGB,,0.0,
target_approx_consistency_in_neighborhood_mean,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_approx_consistency_in_neighborhood_q0,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_approx_consistency_in_neighborhood_q25,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_approx_consistency_in_neighborhood_q50,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_approx_consistency_in_neighborhood_q75,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_approx_consistency_in_neighborhood_q1,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_approx_consistency_in_neighborhood_minmax,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
pred_targets_consistency_in_neighborhood_mean,0.010809813626110554,8.0,,10-fold cross-validation,XGB,,0.0,
pred_targets_consistency_in_neighborhood_q0,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
pred_targets_consistency_in_neighborhood_q25,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
pred_targets_consistency_in_neighborhood_q50,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
pred_targets_consistency_in_neighborhood_q75,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
pred_targets_consistency_in_neighborhood_q1,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
pred_targets_consistency_in_neighborhood_minmax,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_targets_consistency_in_neighborhood_mean,0.03773215413093567,3.0,,10-fold cross-validation,XGB,,0.0,
target_targets_consistency_in_neighborhood_q0,0.11614099144935608,2.0,,10-fold cross-validation,XGB,,0.0,
target_targets_consistency_in_neighborhood_q25,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_targets_consistency_in_neighborhood_q50,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_targets_consistency_in_neighborhood_q75,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_targets_consistency_in_neighborhood_q1,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_targets_consistency_in_neighborhood_minmax,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
targets_and_approxs_consistency_in_neighborhood_mean,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
targets_and_approxs_consistency_in_neighborhood_q0,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
targets_and_approxs_consistency_in_neighborhood_q25,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
targets_and_approxs_consistency_in_neighborhood_q50,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_diversity_in_neighborhood_mean,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_diversity_in_neighborhood_q0,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_diversity_in_neighborhood_q25,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_diversity_in_neighborhood_q50,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_diversity_in_neighborhood_q75,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_diversity_in_neighborhood_q1,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
target_diversity_in_neighborhood_minmax,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
approx_diversity_in_neighborhood_mean,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
approx_diversity_in_neighborhood_q0,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
approx_diversity_in_neighborhood_q25,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
approx_diversity_in_neighborhood_q50,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
approx_diversity_in_neighborhood_q75,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
approx_diversity_in_neighborhood_q1,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
approx_diversity_in_neighborhood_minmax,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
bacc_test_mean,0.7382577657699585,1.0,,10-fold cross-validation,XGB,,0.0,
bacc_test_q0,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
bacc_test_q25,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
bacc_test_q50,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
bacc_test_q75,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
bacc_test_q1,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
bacc_test_minmax,0.0,38.0,,10-fold cross-validation,XGB,,0.0,
n_test,0.009590858593583107,7.0,,10-fold cross-validation,XGB,,1.0,
n_classes,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
neighborhood_size_mean,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
neighborhood_size_q0,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
neighborhood_size_q25,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
neighborhood_size_q50,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
neighborhood_size_q75,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
neighborhood_size_q1,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
neighborhood_size_minmax,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
uncertainty_mean,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
uncertainty_q0,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
uncertainty_q25,0.041012972593307495,3.0,,10-fold cross-validation,XGB,,1.0,
uncertainty_q50,0.009371317923069,9.0,,10-fold cross-validation,XGB,,1.0,
uncertainty_q75,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
uncertainty_q1,0.0023169992491602898,10.0,,10-fold cross-validation,XGB,,1.0,
uncertainty_minmax,0.014207114465534687,6.0,,10-fold cross-validation,XGB,,1.0,
target_approx_consistency_in_neighborhood_mean,0.0257792379707098,4.0,,10-fold cross-validation,XGB,,1.0,
target_approx_consistency_in_neighborhood_q0,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_approx_consistency_in_neighborhood_q25,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_approx_consistency_in_neighborhood_q50,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_approx_consistency_in_neighborhood_q75,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_approx_consistency_in_neighborhood_q1,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_approx_consistency_in_neighborhood_minmax,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
pred_targets_consistency_in_neighborhood_mean,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
pred_targets_consistency_in_neighborhood_q0,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
pred_targets_consistency_in_neighborhood_q25,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
pred_targets_consistency_in_neighborhood_q50,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
pred_targets_consistency_in_neighborhood_q75,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
pred_targets_consistency_in_neighborhood_q1,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
pred_targets_consistency_in_neighborhood_minmax,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_targets_consistency_in_neighborhood_mean,0.019969874992966652,5.0,,10-fold cross-validation,XGB,,1.0,
target_targets_consistency_in_neighborhood_q0,0.141481414437294,2.0,,10-fold cross-validation,XGB,,1.0,
target_targets_consistency_in_neighborhood_q25,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_targets_consistency_in_neighborhood_q50,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_targets_consistency_in_neighborhood_q75,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_targets_consistency_in_neighborhood_q1,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_targets_consistency_in_neighborhood_minmax,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
targets_and_approxs_consistency_in_neighborhood_mean,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
targets_and_approxs_consistency_in_neighborhood_q0,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
targets_and_approxs_consistency_in_neighborhood_q25,0.00937461107969284,8.0,,10-fold cross-validation,XGB,,1.0,
targets_and_approxs_consistency_in_neighborhood_q50,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
targets_and_approxs_consistency_in_neighborhood_q75,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
targets_and_approxs_consistency_in_neighborhood_minmax,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_diversity_in_neighborhood_mean,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_diversity_in_neighborhood_q0,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_diversity_in_neighborhood_q25,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_diversity_in_neighborhood_q50,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_diversity_in_neighborhood_q75,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_diversity_in_neighborhood_q1,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
target_diversity_in_neighborhood_minmax,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
approx_diversity_in_neighborhood_mean,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
approx_diversity_in_neighborhood_q0,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
approx_diversity_in_neighborhood_q25,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
approx_diversity_in_neighborhood_q50,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
approx_diversity_in_neighborhood_q75,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
approx_diversity_in_neighborhood_q1,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
approx_diversity_in_neighborhood_minmax,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
bacc_test_mean,0.7268955707550049,1.0,,10-fold cross-validation,XGB,,1.0,
bacc_test_q0,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
bacc_test_q25,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
bacc_test_q50,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
bacc_test_q75,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
bacc_test_q1,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
bacc_test_minmax,0.0,38.0,,10-fold cross-validation,XGB,,1.0,
n_test,0.0098074059933424,9.0,,10-fold cross-validation,XGB,,2.0,
n_classes,0.0,40.0,,10-fold cross-validation,XGB,,2.0,
neighborhood_size_mean,0.0,40.0,,10-fold cross-validation,XGB,,2.0,
neighborhood_size_q0,0.0,40.0,,10-fold cross-validation,XGB,,2.0,
neighborhood_size_q25,0.0,40.0,,10-fold cross-validation,XGB,,2.0,
neighborhood_size_q50,0.006389510817825794,11.0,,10-fold cross-validation,XGB,,2.0,
neighborhood_size_q75,0.0,40.0,,10-fold cross-validation,XGB,,2.0,
neighborhood_size_q1,0.0,40.0,,10-fold cross-validation,XGB,,2.0,
neighborhood_size_minmax,0.0,40.0,,10-fold cross-validation,XGB,,2.0,
uncertainty_mean,0.0,40.0,,10-fold cross-validation,XGB,,2.0,
uncertainty_q0,0.00802091509103775,10.0,,10-fold cross-validation,XGB,,2.0,
uncertainty_q25,0.016831744462251663,4.0,,10-fold cross-validation,XGB,,2.0,
uncertainty_q50,0.009917927905917168,8.0,,10-fold cross-validation,XGB,,2.0,
uncertainty_q75,0.0,40.0,,10-fold cross-validation,XGB,,2.0,
uncertainty_q1,0.006271508522331715,12.0,,10-fold cross-validation,XGB,,2.0,
uncertainty_minmax,0.022215740755200386,3.0,,10-fold cross-validation,XGB,,2.0,
