var,fi,fi_rank,dataset,scenario,model_class,heldout_model,cv
targets_and_approxs_consistency_in_neighborhood_q25,0.006160987462071055,45.0,,10-fold cross-validation,RF,,1.0
targets_and_approxs_consistency_in_neighborhood_q50,0.0036494363829834083,47.0,,10-fold cross-validation,RF,,1.0
targets_and_approxs_consistency_in_neighborhood_q75,0.0034933533561608203,49.0,,10-fold cross-validation,RF,,1.0
targets_and_approxs_consistency_in_neighborhood_q1,0.0,56.0,,10-fold cross-validation,RF,,1.0
targets_and_approxs_consistency_in_neighborhood_minmax,0.008008297830397977,40.0,,10-fold cross-validation,RF,,1.0
target_diversity_in_neighborhood_mean,0.02370372551851707,14.0,,10-fold cross-validation,RF,,1.0
target_diversity_in_neighborhood_q0,0.0,56.0,,10-fold cross-validation,RF,,1.0
target_diversity_in_neighborhood_q25,0.007802363329806763,41.0,,10-fold cross-validation,RF,,1.0
target_diversity_in_neighborhood_q50,0.007627469816979058,42.0,,10-fold cross-validation,RF,,1.0
target_diversity_in_neighborhood_q75,0.010140906243379544,34.0,,10-fold cross-validation,RF,,1.0
target_diversity_in_neighborhood_q1,0.010431227508092515,31.0,,10-fold cross-validation,RF,,1.0
target_diversity_in_neighborhood_minmax,0.015659119789660184,22.0,,10-fold cross-validation,RF,,1.0
approx_diversity_in_neighborhood_mean,0.022080953419057008,16.0,,10-fold cross-validation,RF,,1.0
approx_diversity_in_neighborhood_q0,0.0,56.0,,10-fold cross-validation,RF,,1.0
approx_diversity_in_neighborhood_q25,0.009971920968962253,35.0,,10-fold cross-validation,RF,,1.0
approx_diversity_in_neighborhood_q50,0.011343878361694273,28.0,,10-fold cross-validation,RF,,1.0
approx_diversity_in_neighborhood_q75,0.009684694981687248,37.0,,10-fold cross-validation,RF,,1.0
approx_diversity_in_neighborhood_q1,0.009710131622338322,36.0,,10-fold cross-validation,RF,,1.0
approx_diversity_in_neighborhood_minmax,0.010427556356540418,32.0,,10-fold cross-validation,RF,,1.0
bacc_test,0.0873508937084005,1.0,,10-fold cross-validation,RF,,2.0
n_test,0.003566526200818594,44.0,,10-fold cross-validation,RF,,2.0
n_classes,0.0,56.0,,10-fold cross-validation,RF,,2.0
neighborhood_size_mean,0.04529711623478436,7.0,,10-fold cross-validation,RF,,2.0
neighborhood_size_q0,0.0,56.0,,10-fold cross-validation,RF,,2.0
neighborhood_size_q25,0.03659232744536681,8.0,,10-fold cross-validation,RF,,2.0
neighborhood_size_q50,0.04932950907290598,6.0,,10-fold cross-validation,RF,,2.0
neighborhood_size_q75,0.025466370509728584,12.0,,10-fold cross-validation,RF,,2.0
neighborhood_size_q1,0.001991960274501512,49.0,,10-fold cross-validation,RF,,2.0
neighborhood_size_minmax,0.0017761995619120646,50.0,,10-fold cross-validation,RF,,2.0
uncertainty_mean,0.02242390129852306,14.0,,10-fold cross-validation,RF,,2.0
uncertainty_q0,0.009024464469524608,33.0,,10-fold cross-validation,RF,,2.0
uncertainty_q25,0.033565744012612454,10.0,,10-fold cross-validation,RF,,2.0
uncertainty_q50,0.03461061101249617,9.0,,10-fold cross-validation,RF,,2.0
uncertainty_q75,0.021338452461063157,16.0,,10-fold cross-validation,RF,,2.0
uncertainty_q1,0.01987488257769246,17.0,,10-fold cross-validation,RF,,2.0
uncertainty_minmax,0.017387718041659134,24.0,,10-fold cross-validation,RF,,2.0
target_approx_consistency_in_neighborhood_mean,0.01749413312726861,23.0,,10-fold cross-validation,RF,,2.0
target_approx_consistency_in_neighborhood_q0,0.007744062209783301,38.0,,10-fold cross-validation,RF,,2.0
target_approx_consistency_in_neighborhood_q25,0.009892071672259816,31.0,,10-fold cross-validation,RF,,2.0
target_approx_consistency_in_neighborhood_q50,0.017667090302045753,22.0,,10-fold cross-validation,RF,,2.0
target_approx_consistency_in_neighborhood_q75,0.01801392165893676,21.0,,10-fold cross-validation,RF,,2.0
target_approx_consistency_in_neighborhood_q1,0.0,56.0,,10-fold cross-validation,RF,,2.0
target_approx_consistency_in_neighborhood_minmax,0.0016748668527816985,51.0,,10-fold cross-validation,RF,,2.0
pred_targets_consistency_in_neighborhood_mean,0.06031333620621148,2.0,,10-fold cross-validation,RF,,2.0
pred_targets_consistency_in_neighborhood_q0,0.0021397901868131495,48.0,,10-fold cross-validation,RF,,2.0
pred_targets_consistency_in_neighborhood_q25,0.05831921519209089,3.0,,10-fold cross-validation,RF,,2.0
pred_targets_consistency_in_neighborhood_q50,0.05738987942859631,4.0,,10-fold cross-validation,RF,,2.0
pred_targets_consistency_in_neighborhood_q75,0.053541390972697354,5.0,,10-fold cross-validation,RF,,2.0
pred_targets_consistency_in_neighborhood_q1,0.0042695980580139785,43.0,,10-fold cross-validation,RF,,2.0
pred_targets_consistency_in_neighborhood_minmax,0.0013761164045367467,52.0,,10-fold cross-validation,RF,,2.0
target_targets_consistency_in_neighborhood_mean,0.021785415070489124,15.0,,10-fold cross-validation,RF,,2.0
target_targets_consistency_in_neighborhood_q0,0.030465854522596345,11.0,,10-fold cross-validation,RF,,2.0
target_targets_consistency_in_neighborhood_q25,0.018346891796350503,20.0,,10-fold cross-validation,RF,,2.0
target_targets_consistency_in_neighborhood_q50,0.01854681662474747,19.0,,10-fold cross-validation,RF,,2.0
target_targets_consistency_in_neighborhood_q75,0.013354078466549693,26.0,,10-fold cross-validation,RF,,2.0
target_targets_consistency_in_neighborhood_q1,0.0,56.0,,10-fold cross-validation,RF,,2.0
target_targets_consistency_in_neighborhood_minmax,0.024085397081984525,13.0,,10-fold cross-validation,RF,,2.0
targets_and_approxs_consistency_in_neighborhood_mean,0.008828108171201271,34.0,,10-fold cross-validation,RF,,2.0
targets_and_approxs_consistency_in_neighborhood_q0,0.004624096236318391,41.0,,10-fold cross-validation,RF,,2.0
targets_and_approxs_consistency_in_neighborhood_q25,0.009895283243941875,30.0,,10-fold cross-validation,RF,,2.0
targets_and_approxs_consistency_in_neighborhood_q50,0.0030532058026052043,47.0,,10-fold cross-validation,RF,,2.0
targets_and_approxs_consistency_in_neighborhood_q75,0.0033529955371529867,45.0,,10-fold cross-validation,RF,,2.0
targets_and_approxs_consistency_in_neighborhood_q1,0.0,56.0,,10-fold cross-validation,RF,,2.0
targets_and_approxs_consistency_in_neighborhood_minmax,0.0042777936184780025,42.0,,10-fold cross-validation,RF,,2.0
target_diversity_in_neighborhood_mean,0.01882279139958018,18.0,,10-fold cross-validation,RF,,2.0
target_diversity_in_neighborhood_q0,0.0,56.0,,10-fold cross-validation,RF,,2.0
target_diversity_in_neighborhood_q25,0.009526547067930465,32.0,,10-fold cross-validation,RF,,2.0
target_diversity_in_neighborhood_q50,0.008589057956436956,35.0,,10-fold cross-validation,RF,,2.0
target_diversity_in_neighborhood_q75,0.012272404344806555,28.0,,10-fold cross-validation,RF,,2.0
target_diversity_in_neighborhood_q1,0.007788559247054311,37.0,,10-fold cross-validation,RF,,2.0
target_diversity_in_neighborhood_minmax,0.004651595009743789,40.0,,10-fold cross-validation,RF,,2.0
approx_diversity_in_neighborhood_mean,0.01227758681917174,27.0,,10-fold cross-validation,RF,,2.0
approx_diversity_in_neighborhood_q0,0.0,56.0,,10-fold cross-validation,RF,,2.0
approx_diversity_in_neighborhood_q25,0.008484362627600389,36.0,,10-fold cross-validation,RF,,2.0
approx_diversity_in_neighborhood_q50,0.01685800823350394,25.0,,10-fold cross-validation,RF,,2.0
approx_diversity_in_neighborhood_q75,0.011349622826477309,29.0,,10-fold cross-validation,RF,,2.0
approx_diversity_in_neighborhood_q1,0.0033173810313083564,46.0,,10-fold cross-validation,RF,,2.0
approx_diversity_in_neighborhood_minmax,0.0060139981099453,39.0,,10-fold cross-validation,RF,,2.0
