var,fi,fi_rank,dataset,scenario,model_class,heldout_model,cv
pred_targets_consistency_in_neighborhood_q75,0.04450540232804856,6.0,,one-model-out,RF,lin,
pred_targets_consistency_in_neighborhood_q1,0.002790631189076319,46.0,,one-model-out,RF,lin,
pred_targets_consistency_in_neighborhood_minmax,0.0009903919011673855,49.0,,one-model-out,RF,lin,
target_targets_consistency_in_neighborhood_mean,0.022561500424470887,19.0,,one-model-out,RF,lin,
target_targets_consistency_in_neighborhood_q0,0.0307291437025955,12.0,,one-model-out,RF,lin,
target_targets_consistency_in_neighborhood_q25,0.02736057308490254,15.0,,one-model-out,RF,lin,
target_targets_consistency_in_neighborhood_q50,0.010704164676969266,28.0,,one-model-out,RF,lin,
target_targets_consistency_in_neighborhood_q75,0.013813259078720743,25.0,,one-model-out,RF,lin,
target_targets_consistency_in_neighborhood_q1,0.0,55.0,,one-model-out,RF,lin,
target_targets_consistency_in_neighborhood_minmax,0.0238401062462071,17.0,,one-model-out,RF,lin,
targets_and_approxs_consistency_in_neighborhood_mean,0.010537318509437562,29.0,,one-model-out,RF,lin,
targets_and_approxs_consistency_in_neighborhood_q0,0.0017479105441903428,48.0,,one-model-out,RF,lin,
targets_and_approxs_consistency_in_neighborhood_q25,0.008839447005751505,32.0,,one-model-out,RF,lin,
targets_and_approxs_consistency_in_neighborhood_q50,0.0033371776778640594,44.0,,one-model-out,RF,lin,
targets_and_approxs_consistency_in_neighborhood_q75,0.001981265367552302,47.0,,one-model-out,RF,lin,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,55.0,,one-model-out,RF,lin,
targets_and_approxs_consistency_in_neighborhood_minmax,0.006219571609873806,40.0,,one-model-out,RF,lin,
target_diversity_in_neighborhood_mean,0.019240217953329752,22.0,,one-model-out,RF,lin,
target_diversity_in_neighborhood_q0,0.0,55.0,,one-model-out,RF,lin,
target_diversity_in_neighborhood_q25,0.008728172511532066,33.0,,one-model-out,RF,lin,
target_diversity_in_neighborhood_q50,0.007237195365056813,38.0,,one-model-out,RF,lin,
target_diversity_in_neighborhood_q75,0.005110754908564667,43.0,,one-model-out,RF,lin,
target_diversity_in_neighborhood_q1,0.00854004888661805,34.0,,one-model-out,RF,lin,
target_diversity_in_neighborhood_minmax,0.012431430607018913,27.0,,one-model-out,RF,lin,
approx_diversity_in_neighborhood_mean,0.02886643310792884,14.0,,one-model-out,RF,lin,
approx_diversity_in_neighborhood_q0,0.0,55.0,,one-model-out,RF,lin,
approx_diversity_in_neighborhood_q25,0.009845812035920273,30.0,,one-model-out,RF,lin,
approx_diversity_in_neighborhood_q50,0.0128176459244733,26.0,,one-model-out,RF,lin,
approx_diversity_in_neighborhood_q75,0.00951040265800765,31.0,,one-model-out,RF,lin,
approx_diversity_in_neighborhood_q1,0.006090643057101758,41.0,,one-model-out,RF,lin,
approx_diversity_in_neighborhood_minmax,0.0059503485570859,42.0,,one-model-out,RF,lin,
bacc_test,0.09110541551180702,1.0,,one-model-out,RF,nn,
n_test,0.002626551360571247,43.0,,one-model-out,RF,nn,
n_classes,0.0,54.0,,one-model-out,RF,nn,
neighborhood_size_mean,0.05231917504879573,7.0,,one-model-out,RF,nn,
neighborhood_size_q0,0.0,54.0,,one-model-out,RF,nn,
neighborhood_size_q25,0.061069573860290126,4.0,,one-model-out,RF,nn,
neighborhood_size_q50,0.06142932843445374,3.0,,one-model-out,RF,nn,
neighborhood_size_q75,0.007665968959967858,33.0,,one-model-out,RF,nn,
neighborhood_size_q1,0.0,54.0,,one-model-out,RF,nn,
neighborhood_size_minmax,0.0,54.0,,one-model-out,RF,nn,
uncertainty_mean,0.01693633043425822,20.0,,one-model-out,RF,nn,
uncertainty_q0,0.015522017755537942,23.0,,one-model-out,RF,nn,
uncertainty_q25,0.026472962861902653,13.0,,one-model-out,RF,nn,
uncertainty_q50,0.02264099993156981,14.0,,one-model-out,RF,nn,
uncertainty_q75,0.03268409669159947,9.0,,one-model-out,RF,nn,
uncertainty_q1,0.01294678357184787,24.0,,one-model-out,RF,nn,
uncertainty_minmax,0.018180447992792673,18.0,,one-model-out,RF,nn,
target_approx_consistency_in_neighborhood_mean,0.011008497159565613,27.0,,one-model-out,RF,nn,
target_approx_consistency_in_neighborhood_q0,0.0026234224435740753,44.0,,one-model-out,RF,nn,
target_approx_consistency_in_neighborhood_q25,0.010458160475250422,29.0,,one-model-out,RF,nn,
target_approx_consistency_in_neighborhood_q50,0.021878439381780832,15.0,,one-model-out,RF,nn,
target_approx_consistency_in_neighborhood_q75,0.010509521245289678,28.0,,one-model-out,RF,nn,
target_approx_consistency_in_neighborhood_q1,0.0,54.0,,one-model-out,RF,nn,
target_approx_consistency_in_neighborhood_minmax,0.006145719680856614,38.0,,one-model-out,RF,nn,
pred_targets_consistency_in_neighborhood_mean,0.0599126373899566,5.0,,one-model-out,RF,nn,
pred_targets_consistency_in_neighborhood_q0,0.003603549159197212,40.0,,one-model-out,RF,nn,
pred_targets_consistency_in_neighborhood_q25,0.04874217705127195,8.0,,one-model-out,RF,nn,
pred_targets_consistency_in_neighborhood_q50,0.07072772681081213,2.0,,one-model-out,RF,nn,
pred_targets_consistency_in_neighborhood_q75,0.059859275261650656,6.0,,one-model-out,RF,nn,
pred_targets_consistency_in_neighborhood_q1,0.0009046003284000586,47.0,,one-model-out,RF,nn,
pred_targets_consistency_in_neighborhood_minmax,0.0064344333502203,36.0,,one-model-out,RF,nn,
target_targets_consistency_in_neighborhood_mean,0.028365451233648975,11.0,,one-model-out,RF,nn,
target_targets_consistency_in_neighborhood_q0,0.028908624788374776,10.0,,one-model-out,RF,nn,
target_targets_consistency_in_neighborhood_q25,0.01728602629215711,19.0,,one-model-out,RF,nn,
target_targets_consistency_in_neighborhood_q50,0.009372590266609148,31.0,,one-model-out,RF,nn,
target_targets_consistency_in_neighborhood_q75,0.0075055971583616096,34.0,,one-model-out,RF,nn,
target_targets_consistency_in_neighborhood_q1,0.0,54.0,,one-model-out,RF,nn,
target_targets_consistency_in_neighborhood_minmax,0.028038155086981705,12.0,,one-model-out,RF,nn,
targets_and_approxs_consistency_in_neighborhood_mean,0.006314468310621986,37.0,,one-model-out,RF,nn,
targets_and_approxs_consistency_in_neighborhood_q0,0.007471458503308517,35.0,,one-model-out,RF,nn,
targets_and_approxs_consistency_in_neighborhood_q25,0.016306036972700496,21.0,,one-model-out,RF,nn,
targets_and_approxs_consistency_in_neighborhood_q50,0.002505705099984761,45.0,,one-model-out,RF,nn,
targets_and_approxs_consistency_in_neighborhood_q75,0.0014075603973316775,46.0,,one-model-out,RF,nn,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,54.0,,one-model-out,RF,nn,
targets_and_approxs_consistency_in_neighborhood_minmax,0.003866139066400628,39.0,,one-model-out,RF,nn,
target_diversity_in_neighborhood_mean,0.016039013642583446,22.0,,one-model-out,RF,nn,
target_diversity_in_neighborhood_q0,0.0,54.0,,one-model-out,RF,nn,
target_diversity_in_neighborhood_q25,0.011495683135925411,26.0,,one-model-out,RF,nn,
target_diversity_in_neighborhood_q50,0.0030122225555411293,42.0,,one-model-out,RF,nn,
target_diversity_in_neighborhood_q75,0.010243424049919951,30.0,,one-model-out,RF,nn,
target_diversity_in_neighborhood_q1,0.0,54.0,,one-model-out,RF,nn,
target_diversity_in_neighborhood_minmax,0.0,54.0,,one-model-out,RF,nn,
approx_diversity_in_neighborhood_mean,0.02139850772030583,16.0,,one-model-out,RF,nn,
approx_diversity_in_neighborhood_q0,0.0,54.0,,one-model-out,RF,nn,
approx_diversity_in_neighborhood_q25,0.008625088417645884,32.0,,one-model-out,RF,nn,
approx_diversity_in_neighborhood_q50,0.02099640019380606,17.0,,one-model-out,RF,nn,
approx_diversity_in_neighborhood_q75,0.012531479771342065,25.0,,one-model-out,RF,nn,
approx_diversity_in_neighborhood_q1,0.00310606665903479,41.0,,one-model-out,RF,nn,
approx_diversity_in_neighborhood_minmax,0.0007964885241935641,48.0,,one-model-out,RF,nn,
bacc_test,0.08668682350823151,1.0,,one-model-out,RF,svm,
n_test,0.0025120690768350804,50.0,,one-model-out,RF,svm,
n_classes,0.0,56.0,,one-model-out,RF,svm,
neighborhood_size_mean,0.06082588481258215,3.0,,one-model-out,RF,svm,
neighborhood_size_q0,0.0,56.0,,one-model-out,RF,svm,
neighborhood_size_q25,0.037031771393123254,5.0,,one-model-out,RF,svm,
neighborhood_size_q50,0.06784378323002538,2.0,,one-model-out,RF,svm,
neighborhood_size_q75,0.03310905118488525,8.0,,one-model-out,RF,svm,
neighborhood_size_q1,0.006262723745258068,42.0,,one-model-out,RF,svm,
neighborhood_size_minmax,0.010419150764901394,29.0,,one-model-out,RF,svm,
uncertainty_mean,0.031093321807254673,11.0,,one-model-out,RF,svm,
uncertainty_q0,0.018790896279761334,18.0,,one-model-out,RF,svm,
uncertainty_q25,0.027112955798108972,15.0,,one-model-out,RF,svm,
uncertainty_q50,0.019886231858262923,17.0,,one-model-out,RF,svm,
uncertainty_q75,0.035482924338880645,7.0,,one-model-out,RF,svm,
uncertainty_q1,0.05069980569712293,4.0,,one-model-out,RF,svm,
uncertainty_minmax,0.024730400330421544,16.0,,one-model-out,RF,svm,
target_approx_consistency_in_neighborhood_mean,0.018551349574024115,19.0,,one-model-out,RF,svm,
target_approx_consistency_in_neighborhood_q0,0.002044307618147961,51.0,,one-model-out,RF,svm,
target_approx_consistency_in_neighborhood_q25,0.01684843715469017,24.0,,one-model-out,RF,svm,
target_approx_consistency_in_neighborhood_q50,0.009801599666529725,32.0,,one-model-out,RF,svm,
target_approx_consistency_in_neighborhood_q75,0.01010896657378789,31.0,,one-model-out,RF,svm,
target_approx_consistency_in_neighborhood_q1,0.0,56.0,,one-model-out,RF,svm,
target_approx_consistency_in_neighborhood_minmax,0.004662294158574536,45.0,,one-model-out,RF,svm,
pred_targets_consistency_in_neighborhood_mean,0.030554991072413783,12.0,,one-model-out,RF,svm,
pred_targets_consistency_in_neighborhood_q0,0.0037291537172519044,48.0,,one-model-out,RF,svm,
pred_targets_consistency_in_neighborhood_q25,0.028776387595636842,13.0,,one-model-out,RF,svm,
pred_targets_consistency_in_neighborhood_q50,0.027717322597204004,14.0,,one-model-out,RF,svm,
pred_targets_consistency_in_neighborhood_q75,0.033012837113441794,9.0,,one-model-out,RF,svm,
pred_targets_consistency_in_neighborhood_q1,0.0009110258295914603,52.0,,one-model-out,RF,svm,
pred_targets_consistency_in_neighborhood_minmax,0.004176994257219398,46.0,,one-model-out,RF,svm,
target_targets_consistency_in_neighborhood_mean,0.018518838533436416,20.0,,one-model-out,RF,svm,
target_targets_consistency_in_neighborhood_q0,0.03165835439066696,10.0,,one-model-out,RF,svm,
target_targets_consistency_in_neighborhood_q25,0.035759760668880106,6.0,,one-model-out,RF,svm,
target_targets_consistency_in_neighborhood_q50,0.011226412772046335,28.0,,one-model-out,RF,svm,
target_targets_consistency_in_neighborhood_q75,0.009616721965220473,33.0,,one-model-out,RF,svm,
target_targets_consistency_in_neighborhood_q1,0.0,56.0,,one-model-out,RF,svm,
target_targets_consistency_in_neighborhood_minmax,0.017019244372194667,22.0,,one-model-out,RF,svm,
targets_and_approxs_consistency_in_neighborhood_mean,0.014504881501909934,25.0,,one-model-out,RF,svm,
targets_and_approxs_consistency_in_neighborhood_q0,0.006645453547697222,41.0,,one-model-out,RF,svm,
targets_and_approxs_consistency_in_neighborhood_q25,0.008145896513090502,40.0,,one-model-out,RF,svm,
targets_and_approxs_consistency_in_neighborhood_q50,0.0036839935354273513,49.0,,one-model-out,RF,svm,
targets_and_approxs_consistency_in_neighborhood_q75,0.0041697842152879925,47.0,,one-model-out,RF,svm,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,56.0,,one-model-out,RF,svm,
targets_and_approxs_consistency_in_neighborhood_minmax,0.006092672976351481,43.0,,one-model-out,RF,svm,
target_diversity_in_neighborhood_mean,0.017257032690111144,21.0,,one-model-out,RF,svm,
target_diversity_in_neighborhood_q0,0.0,56.0,,one-model-out,RF,svm,
target_diversity_in_neighborhood_q25,0.008777207926573789,35.0,,one-model-out,RF,svm,
target_diversity_in_neighborhood_q50,0.008499402265035096,37.0,,one-model-out,RF,svm,
target_diversity_in_neighborhood_q75,0.008224801707624517,38.0,,one-model-out,RF,svm,
target_diversity_in_neighborhood_q1,0.008169607586566867,39.0,,one-model-out,RF,svm,
target_diversity_in_neighborhood_minmax,0.014184367328445323,26.0,,one-model-out,RF,svm,
approx_diversity_in_neighborhood_mean,0.016885782005178755,23.0,,one-model-out,RF,svm,
approx_diversity_in_neighborhood_q0,0.0,56.0,,one-model-out,RF,svm,
approx_diversity_in_neighborhood_q25,0.006079214028279048,44.0,,one-model-out,RF,svm,
approx_diversity_in_neighborhood_q50,0.013723251196838721,27.0,,one-model-out,RF,svm,
approx_diversity_in_neighborhood_q75,0.010250600442738934,30.0,,one-model-out,RF,svm,
approx_diversity_in_neighborhood_q1,0.008924701095303755,34.0,,one-model-out,RF,svm,
approx_diversity_in_neighborhood_minmax,0.008598555980925978,36.0,,one-model-out,RF,svm,
bacc_test,0.08468199805143904,1.0,,one-model-out,RF,xgb,
n_test,0.002410202830509648,49.0,,one-model-out,RF,xgb,
n_classes,0.0,55.5,,one-model-out,RF,xgb,
neighborhood_size_mean,0.05055457903949363,2.0,,one-model-out,RF,xgb,
neighborhood_size_q0,0.0,55.5,,one-model-out,RF,xgb,
neighborhood_size_q25,0.034644595298263935,10.0,,one-model-out,RF,xgb,
neighborhood_size_q50,0.0501709946587711,3.0,,one-model-out,RF,xgb,
neighborhood_size_q75,0.03362059554651215,11.0,,one-model-out,RF,xgb,
neighborhood_size_q1,0.007097171759515734,38.0,,one-model-out,RF,xgb,
neighborhood_size_minmax,0.011497284741290503,28.0,,one-model-out,RF,xgb,
uncertainty_mean,0.04473326261982221,6.0,,one-model-out,RF,xgb,
uncertainty_q0,0.018288762263434195,20.0,,one-model-out,RF,xgb,
uncertainty_q25,0.04495602976739891,5.0,,one-model-out,RF,xgb,
uncertainty_q50,0.03492110562890302,9.0,,one-model-out,RF,xgb,
uncertainty_q75,0.047448105709814406,4.0,,one-model-out,RF,xgb,
uncertainty_q1,0.03735729730023141,7.0,,one-model-out,RF,xgb,
uncertainty_minmax,0.032113341997331825,12.0,,one-model-out,RF,xgb,
target_approx_consistency_in_neighborhood_mean,0.017063899275873085,21.0,,one-model-out,RF,xgb,
target_approx_consistency_in_neighborhood_q0,0.0015034206113823058,50.0,,one-model-out,RF,xgb,
target_approx_consistency_in_neighborhood_q25,0.015944408388186556,24.0,,one-model-out,RF,xgb,
target_approx_consistency_in_neighborhood_q50,0.010653368588512617,31.0,,one-model-out,RF,xgb,
target_approx_consistency_in_neighborhood_q75,0.007218934358013981,37.0,,one-model-out,RF,xgb,
target_approx_consistency_in_neighborhood_q1,0.0,55.5,,one-model-out,RF,xgb,
target_approx_consistency_in_neighborhood_minmax,0.002988590059175226,44.0,,one-model-out,RF,xgb,
pred_targets_consistency_in_neighborhood_mean,0.03150295532559175,13.0,,one-model-out,RF,xgb,
pred_targets_consistency_in_neighborhood_q0,0.001008171413452548,51.0,,one-model-out,RF,xgb,
pred_targets_consistency_in_neighborhood_q25,0.02675316934519065,17.0,,one-model-out,RF,xgb,
pred_targets_consistency_in_neighborhood_q50,0.02981080059730694,14.0,,one-model-out,RF,xgb,
pred_targets_consistency_in_neighborhood_q75,0.03496954695656009,8.0,,one-model-out,RF,xgb,
pred_targets_consistency_in_neighborhood_q1,0.0,55.5,,one-model-out,RF,xgb,
pred_targets_consistency_in_neighborhood_minmax,0.0029336596961773258,45.0,,one-model-out,RF,xgb,
target_targets_consistency_in_neighborhood_mean,0.018713664862749488,19.0,,one-model-out,RF,xgb,
target_targets_consistency_in_neighborhood_q0,0.026373731645776683,18.0,,one-model-out,RF,xgb,
target_targets_consistency_in_neighborhood_q25,0.02849854687091143,15.0,,one-model-out,RF,xgb,
target_targets_consistency_in_neighborhood_q50,0.010547998972267814,32.0,,one-model-out,RF,xgb,
target_targets_consistency_in_neighborhood_q75,0.016903505438455577,22.0,,one-model-out,RF,xgb,
target_targets_consistency_in_neighborhood_q1,0.0,55.5,,one-model-out,RF,xgb,
target_targets_consistency_in_neighborhood_minmax,0.027696675751903762,16.0,,one-model-out,RF,xgb,
targets_and_approxs_consistency_in_neighborhood_mean,0.012389159438892768,27.0,,one-model-out,RF,xgb,
targets_and_approxs_consistency_in_neighborhood_q0,0.002662366864594659,48.0,,one-model-out,RF,xgb,
targets_and_approxs_consistency_in_neighborhood_q25,0.00953066955436523,34.0,,one-model-out,RF,xgb,
targets_and_approxs_consistency_in_neighborhood_q50,0.002858951261619306,46.0,,one-model-out,RF,xgb,
targets_and_approxs_consistency_in_neighborhood_q75,0.002676176446206913,47.0,,one-model-out,RF,xgb,
targets_and_approxs_consistency_in_neighborhood_q1,0.0,55.5,,one-model-out,RF,xgb,
targets_and_approxs_consistency_in_neighborhood_minmax,0.004233207399706898,43.0,,one-model-out,RF,xgb,
target_diversity_in_neighborhood_mean,0.012773562159280015,26.0,,one-model-out,RF,xgb,
target_diversity_in_neighborhood_q0,0.0,55.5,,one-model-out,RF,xgb,
target_diversity_in_neighborhood_q25,0.009219527438114971,35.0,,one-model-out,RF,xgb,
target_diversity_in_neighborhood_q50,0.00574481327153782,42.0,,one-model-out,RF,xgb,
target_diversity_in_neighborhood_q75,0.006729149987784331,40.0,,one-model-out,RF,xgb,
target_diversity_in_neighborhood_q1,0.009006133167850238,36.0,,one-model-out,RF,xgb,
target_diversity_in_neighborhood_minmax,0.011045527791386064,29.0,,one-model-out,RF,xgb,
approx_diversity_in_neighborhood_mean,0.015109742796139997,25.0,,one-model-out,RF,xgb,
approx_diversity_in_neighborhood_q0,0.0,55.5,,one-model-out,RF,xgb,
approx_diversity_in_neighborhood_q25,0.011008058302674465,30.0,,one-model-out,RF,xgb,
approx_diversity_in_neighborhood_q50,0.0163048202985377,23.0,,one-model-out,RF,xgb,
approx_diversity_in_neighborhood_q75,0.010389430691570747,33.0,,one-model-out,RF,xgb,
approx_diversity_in_neighborhood_q1,0.005909012092040257,41.0,,one-model-out,RF,xgb,
approx_diversity_in_neighborhood_minmax,0.006829315667477922,39.0,,one-model-out,RF,xgb,
bacc_test,0.0734756852159618,1.0,,10-fold cross-validation,RF,,0.0
n_test,0.0050200318072805145,45.0,,10-fold cross-validation,RF,,0.0
n_classes,0.0,55.5,,10-fold cross-validation,RF,,0.0
neighborhood_size_mean,0.0385291003057115,3.0,,10-fold cross-validation,RF,,0.0
neighborhood_size_q0,0.0,55.5,,10-fold cross-validation,RF,,0.0
neighborhood_size_q25,0.028217438821990435,14.0,,10-fold cross-validation,RF,,0.0
neighborhood_size_q50,0.062236260218324346,2.0,,10-fold cross-validation,RF,,0.0
neighborhood_size_q75,0.025643333411344824,17.0,,10-fold cross-validation,RF,,0.0
neighborhood_size_q1,0.004474784297886677,49.0,,10-fold cross-validation,RF,,0.0
neighborhood_size_minmax,0.00522235948378018,44.0,,10-fold cross-validation,RF,,0.0
uncertainty_mean,0.03376136056950035,7.0,,10-fold cross-validation,RF,,0.0
uncertainty_q0,0.022341490801113084,21.0,,10-fold cross-validation,RF,,0.0
uncertainty_q25,0.03119171356588074,9.0,,10-fold cross-validation,RF,,0.0
uncertainty_q50,0.02782801351105938,15.0,,10-fold cross-validation,RF,,0.0
uncertainty_q75,0.037872774729917374,4.0,,10-fold cross-validation,RF,,0.0
uncertainty_q1,0.03672480734239192,5.0,,10-fold cross-validation,RF,,0.0
uncertainty_minmax,0.029445901003609887,12.0,,10-fold cross-validation,RF,,0.0
target_approx_consistency_in_neighborhood_mean,0.025099366212273724,18.0,,10-fold cross-validation,RF,,0.0
target_approx_consistency_in_neighborhood_q0,0.004293879722312861,50.0,,10-fold cross-validation,RF,,0.0
target_approx_consistency_in_neighborhood_q25,0.027693255925278083,16.0,,10-fold cross-validation,RF,,0.0
target_approx_consistency_in_neighborhood_q50,0.018793429221504388,26.0,,10-fold cross-validation,RF,,0.0
target_approx_consistency_in_neighborhood_q75,0.010244856245045428,33.0,,10-fold cross-validation,RF,,0.0
target_approx_consistency_in_neighborhood_q1,0.0,55.5,,10-fold cross-validation,RF,,0.0
target_approx_consistency_in_neighborhood_minmax,0.00623442504227956,39.0,,10-fold cross-validation,RF,,0.0
pred_targets_consistency_in_neighborhood_mean,0.030162801916821576,11.0,,10-fold cross-validation,RF,,0.0
pred_targets_consistency_in_neighborhood_q0,0.0023970004106811512,51.0,,10-fold cross-validation,RF,,0.0
pred_targets_consistency_in_neighborhood_q25,0.023646916282688595,20.0,,10-fold cross-validation,RF,,0.0
pred_targets_consistency_in_neighborhood_q50,0.030174241107548377,10.0,,10-fold cross-validation,RF,,0.0
pred_targets_consistency_in_neighborhood_q75,0.02867081581607237,13.0,,10-fold cross-validation,RF,,0.0
pred_targets_consistency_in_neighborhood_q1,0.0,55.5,,10-fold cross-validation,RF,,0.0
pred_targets_consistency_in_neighborhood_minmax,0.004738307784015447,48.0,,10-fold cross-validation,RF,,0.0
target_targets_consistency_in_neighborhood_mean,0.03561582807419489,6.0,,10-fold cross-validation,RF,,0.0
target_targets_consistency_in_neighborhood_q0,0.0248358908021878,19.0,,10-fold cross-validation,RF,,0.0
target_targets_consistency_in_neighborhood_q25,0.03191637747041995,8.0,,10-fold cross-validation,RF,,0.0
target_targets_consistency_in_neighborhood_q50,0.021398516749879595,22.0,,10-fold cross-validation,RF,,0.0
target_targets_consistency_in_neighborhood_q75,0.020951330696538612,23.0,,10-fold cross-validation,RF,,0.0
target_targets_consistency_in_neighborhood_q1,0.0,55.5,,10-fold cross-validation,RF,,0.0
target_targets_consistency_in_neighborhood_minmax,0.01676314233031333,27.0,,10-fold cross-validation,RF,,0.0
targets_and_approxs_consistency_in_neighborhood_mean,0.00999609887433958,34.0,,10-fold cross-validation,RF,,0.0
targets_and_approxs_consistency_in_neighborhood_q0,0.006100049515306204,40.0,,10-fold cross-validation,RF,,0.0
targets_and_approxs_consistency_in_neighborhood_q25,0.010568388904691315,32.0,,10-fold cross-validation,RF,,0.0
targets_and_approxs_consistency_in_neighborhood_q50,0.006583498199194085,37.0,,10-fold cross-validation,RF,,0.0
targets_and_approxs_consistency_in_neighborhood_q75,0.0054105187946875384,43.0,,10-fold cross-validation,RF,,0.0
targets_and_approxs_consistency_in_neighborhood_q1,0.0,55.5,,10-fold cross-validation,RF,,0.0
targets_and_approxs_consistency_in_neighborhood_minmax,0.004800801013643122,47.0,,10-fold cross-validation,RF,,0.0
target_diversity_in_neighborhood_mean,0.013364775169610932,30.0,,10-fold cross-validation,RF,,0.0
target_diversity_in_neighborhood_q0,0.0,55.5,,10-fold cross-validation,RF,,0.0
target_diversity_in_neighborhood_q25,0.006525143919178571,38.0,,10-fold cross-validation,RF,,0.0
target_diversity_in_neighborhood_q50,0.00588906461595753,41.0,,10-fold cross-validation,RF,,0.0
target_diversity_in_neighborhood_q75,0.019093344986801288,25.0,,10-fold cross-validation,RF,,0.0
target_diversity_in_neighborhood_q1,0.007503029145282368,36.0,,10-fold cross-validation,RF,,0.0
target_diversity_in_neighborhood_minmax,0.004870453900155174,46.0,,10-fold cross-validation,RF,,0.0
approx_diversity_in_neighborhood_mean,0.014829431142178395,29.0,,10-fold cross-validation,RF,,0.0
approx_diversity_in_neighborhood_q0,0.0,55.5,,10-fold cross-validation,RF,,0.0
approx_diversity_in_neighborhood_q25,0.011248964097663735,31.0,,10-fold cross-validation,RF,,0.0
approx_diversity_in_neighborhood_q50,0.019096259211271758,24.0,,10-fold cross-validation,RF,,0.0
approx_diversity_in_neighborhood_q75,0.015158850054267918,28.0,,10-fold cross-validation,RF,,0.0
approx_diversity_in_neighborhood_q1,0.005731054802546288,42.0,,10-fold cross-validation,RF,,0.0
approx_diversity_in_neighborhood_minmax,0.007614836757415573,35.0,,10-fold cross-validation,RF,,0.0
bacc_test,0.08662567010378001,1.0,,10-fold cross-validation,RF,,1.0
n_test,0.0018699437530282775,51.0,,10-fold cross-validation,RF,,1.0
n_classes,0.0,56.0,,10-fold cross-validation,RF,,1.0
neighborhood_size_mean,0.05427519076338606,3.0,,10-fold cross-validation,RF,,1.0
neighborhood_size_q0,0.0,56.0,,10-fold cross-validation,RF,,1.0
neighborhood_size_q25,0.04219243850098365,6.0,,10-fold cross-validation,RF,,1.0
neighborhood_size_q50,0.0626444482263497,2.0,,10-fold cross-validation,RF,,1.0
neighborhood_size_q75,0.013821720496270243,24.0,,10-fold cross-validation,RF,,1.0
neighborhood_size_q1,0.008680163164080289,39.0,,10-fold cross-validation,RF,,1.0
neighborhood_size_minmax,0.004711291628442301,46.0,,10-fold cross-validation,RF,,1.0
uncertainty_mean,0.04088501394139436,7.0,,10-fold cross-validation,RF,,1.0
uncertainty_q0,0.0169559910143235,21.0,,10-fold cross-validation,RF,,1.0
uncertainty_q25,0.03458959498324776,10.0,,10-fold cross-validation,RF,,1.0
uncertainty_q50,0.01758522177636624,19.0,,10-fold cross-validation,RF,,1.0
uncertainty_q75,0.03569946311229329,9.0,,10-fold cross-validation,RF,,1.0
uncertainty_q1,0.027253566571951233,12.0,,10-fold cross-validation,RF,,1.0
uncertainty_minmax,0.03108511692674015,11.0,,10-fold cross-validation,RF,,1.0
target_approx_consistency_in_neighborhood_mean,0.01740106195632917,20.0,,10-fold cross-validation,RF,,1.0
target_approx_consistency_in_neighborhood_q0,0.0035065785271007647,48.0,,10-fold cross-validation,RF,,1.0
target_approx_consistency_in_neighborhood_q25,0.015384576329846411,23.0,,10-fold cross-validation,RF,,1.0
target_approx_consistency_in_neighborhood_q50,0.018047565023559906,18.0,,10-fold cross-validation,RF,,1.0
target_approx_consistency_in_neighborhood_q75,0.010315031999197836,33.0,,10-fold cross-validation,RF,,1.0
target_approx_consistency_in_neighborhood_q1,0.0,56.0,,10-fold cross-validation,RF,,1.0
target_approx_consistency_in_neighborhood_minmax,0.0019010056468791536,50.0,,10-fold cross-validation,RF,,1.0
pred_targets_consistency_in_neighborhood_mean,0.0462508816379265,4.0,,10-fold cross-validation,RF,,1.0
pred_targets_consistency_in_neighborhood_q0,0.009259349204518898,38.0,,10-fold cross-validation,RF,,1.0
pred_targets_consistency_in_neighborhood_q25,0.039912286771970965,8.0,,10-fold cross-validation,RF,,1.0
pred_targets_consistency_in_neighborhood_q50,0.026544601253714675,13.0,,10-fold cross-validation,RF,,1.0
pred_targets_consistency_in_neighborhood_q75,0.04501928830691333,5.0,,10-fold cross-validation,RF,,1.0
pred_targets_consistency_in_neighborhood_q1,0.0015412062262270692,52.0,,10-fold cross-validation,RF,,1.0
pred_targets_consistency_in_neighborhood_minmax,0.006253477500977347,44.0,,10-fold cross-validation,RF,,1.0
target_targets_consistency_in_neighborhood_mean,0.012519967190391425,26.0,,10-fold cross-validation,RF,,1.0
target_targets_consistency_in_neighborhood_q0,0.022266959502235128,15.0,,10-fold cross-validation,RF,,1.0
target_targets_consistency_in_neighborhood_q25,0.021966404130677,17.0,,10-fold cross-validation,RF,,1.0
target_targets_consistency_in_neighborhood_q50,0.010721780356945508,29.0,,10-fold cross-validation,RF,,1.0
target_targets_consistency_in_neighborhood_q75,0.010488302549428802,30.0,,10-fold cross-validation,RF,,1.0
target_targets_consistency_in_neighborhood_q1,0.0,56.0,,10-fold cross-validation,RF,,1.0
target_targets_consistency_in_neighborhood_minmax,0.01227324206449346,27.0,,10-fold cross-validation,RF,,1.0
targets_and_approxs_consistency_in_neighborhood_mean,0.012922308837411894,25.0,,10-fold cross-validation,RF,,1.0
targets_and_approxs_consistency_in_neighborhood_q0,0.006733267072289733,43.0,,10-fold cross-validation,RF,,1.0
